property_id,subject_id,orderID,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data,gla_diff_sqft,gla_diff_pct,size_match_excellent,size_match_good,size_match_acceptable,bedroom_diff,bedroom_exact_match,bedroom_close_match,bathroom_diff,bathroom_exact_match,bathroom_close_match,structure_type_match,property_age,age_diff_years,age_similar,same_city,same_province,postal_fsa,subject_fsa,same_fsa,distance_km,distance_excellent,distance_good,distance_acceptable,days_from_effective,sale_very_recent,sale_recent,sale_acceptable,recency_score,sale_month,effective_month,same_season,price_per_sqft,subject_price_per_sqft_est,price_per_sqft_diff,price_per_sqft_diff_pct,price_psf_very_similar,price_psf_similar,price_psf_acceptable,city_price_percentile,city_psf_percentile,market_tier,subject_market_tier,same_market_tier,needs_size_adjustment,needs_location_adjustment,needs_time_adjustment,total_adjustments_needed,physical_score,location_score,temporal_score,market_score,composite_score,comparable_rank,comparable_quality,is_top3_comparable
5437,41,4759604,Single Family,Semi-Detached,Semi-Detached,1630.0,3,0,3,3,1,3.5,710000.0,2025-04-25,25 Grenoble Court,Nova Scotia,Nova Scotia,B3P 0J8,44.6229,-63.6208,3220.0,2020.0,"Full, Fully Developed, Walkout",,2 Level,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,semi-detached-indicator,False,158.0,8.83668903803132,1,1,1,0.0,1,1,2.0,0,0,0,5.0,,0,1,1,B3P,B3P,1,0.2560785552438905,1,1,1,-15,1,1,1,1.0,4,4,1,435.5828220858896,322.22222222222223,113.36059986366735,35.18087581975883,0,0,0,0.7867256637168142,0.5571687840290381,Upper,Lower,0,0,0,0,0,85,100,100.0,30,87.0,2,Excellent,1
5488,42,4759846,Single Family,Detached,Detached,1854.0,3,0,3,1,1,1.5,610500.0,2025-03-28,28 Sea King Drive,Nova Scotia,Nova Scotia,B3A 4Y5,44.6863,-63.5728,5968.0,1998.0,"Undeveloped, Full, Walkout",,2 Level,"Furnace, Forced Air","Furnace, Forced Air",False,,False,False,detached-indicator,False,217.0,13.25595601710446,0,1,1,0.0,1,1,0.0,1,1,0,27.0,,0,1,1,B3A,B3A,1,0.6722945235539417,1,1,1,17,1,1,1,0.9055555555555556,3,4,1,329.2880258899676,369.3862275449102,40.09820165494256,10.855359151165807,0,1,1,0.647787610619469,0.20508166969147004,Middle,Lower,0,1,0,0,1,70,100,100.0,60,84.0,1,Excellent,1
5495,42,4759846,Single Family,Detached,Detached,1768.0,4,0,4,2,2,3.0,785000.0,2025-04-08,61 Cannon Terrace,Nova Scotia,Nova Scotia,B3A 4Y1,44.6884,-63.5698,5127.0,2015.0,"Full, Fully Developed, Walkout",,2 Level,"Forced Air, Heat Pump, Fireplace","Forced Air, Heat Pump, Fireplace",False,,False,False,detached-indicator,False,131.0,8.0024434941967,1,1,1,1.0,0,1,1.5,0,0,0,10.0,,0,1,1,B3A,B3A,1,0.8641466651788019,1,1,1,6,1,1,1,0.9666666666666667,4,4,1,444.00452488687785,369.3862275449102,74.61829734196766,20.20061707170594,0,0,1,0.8575221238938053,0.5807622504537205,Upper,Lower,0,0,0,0,0,60,100,100.0,45,78.5,3,Good,1
5508,42,4759846,Single Family,Detached,Detached,1384.0,3,0,3,1,1,1.5,446600.0,2025-05-02,234 Windmill Road,Nova Scotia,Nova Scotia,B3A 1G3,44.673,-63.5888,3300.0,1946.0,Partial,,1.5 Level,Forced Air,Forced Air,False,,False,False,detached-indicator,False,253.0,15.455100794135616,0,1,1,0.0,1,1,0.0,1,1,0,79.0,,0,1,1,B3A,B3A,1,1.838269679631357,0,1,1,-18,1,1,1,1.0,5,4,1,322.6878612716763,369.3862275449102,46.69836627323389,12.642151436887634,0,1,1,0.26902654867256637,0.18148820326678766,Lower,Lower,1,1,0,0,1,70,85,100.0,90,82.5,2,Excellent,1
5536,43,4764028,"Condo Apartment, Stacked Townhouse ",Condo Apartment,Condominium,1700.0,2,0,2,0,0,0.0,625000.0,2025-01-25,Unit 2C - 4 Columbus Avenue ,Ottawa ,Ontario,K1K 1R3,45.4261,-75.6661,,,,,Stacked Townhouse ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,122.0,6.695938529088913,1,1,1,1.0,0,1,2.5,0,0,0,,,0,1,1,K1K,K1L,0,0.4626297633372863,1,1,1,81,1,1,1,0.55,1,4,0,367.6470588235294,352.63157894736844,15.015479876160953,4.258121158911314,1,1,1,0.5238095238095238,0.144,Middle,Lower,0,0,0,0,0,60,75,100.0,100,76.5,2,Good,1
5645,43,4764028,"Duplex, 2-Storey ",Duplex,Detached,1750.0,5,0,5,0,0,0.0,795000.0,2025-04-03,73 Lavergne Street ,Ottawa ,Ontario,K1L 5E9,45.4437,-75.6664,,,"Apartment, Finished with Walk-Out ",,2-Storey ,Other ,,False,,True,False,detached-style,False,72.0,3.951701427003293,1,1,1,2.0,0,0,2.5,0,0,0,,,0,1,1,K1L,K1L,1,1.5908280403946522,0,1,1,13,1,1,1,0.9277777777777778,4,4,1,454.2857142857143,352.63157894736844,101.65413533834584,28.827292110874193,0,0,1,0.7222222222222222,0.408,Upper,Lower,0,0,0,0,0,60,85,100.0,45,74.0,3,Good,1
5681,43,4764028,Vacant Land ,Vacant Land,Detached,1750.0,0,0,0,0,0,0.0,350000.0,2025-04-25,215 Desrosier Street ,Ottawa ,Ontario,K1L 7T2,45.4361,-75.6668,,,,,,,,False,,True,True,gla-fallback,False,72.0,3.951701427003293,1,1,1,3.0,0,0,2.5,0,0,0,,,0,1,1,K1L,K1L,1,0.7842272551058002,1,1,1,-9,1,1,1,1.0,4,4,1,200.0,352.63157894736844,152.63157894736844,43.28358208955224,0,0,0,0.11904761904761904,0.028,Lower,Lower,1,0,0,0,0,60,100,100.0,60,80.0,1,Excellent,1
5694,43,4764028,"Detached, 2-Storey ",Detached,Detached,1750.0,4,0,4,0,0,0.0,300000.0,2025-05-07,215 Jeanne Mance Street ,Ottawa ,Ontario,K1L 6M1,45.4335,-75.6612,,,"Half, Other ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,72.0,3.951701427003293,1,1,1,1.0,0,1,2.5,0,0,0,,,0,1,1,K1L,K1L,1,0.45340161622050096,1,1,1,-21,1,1,1,1.0,5,4,1,171.42857142857142,352.63157894736844,181.20300751879702,51.3859275053305,0,0,0,0.05952380952380952,0.008,Lower,Lower,1,0,0,0,0,60,100,100.0,60,80.0,1,Excellent,1
5702,44,4766326,Condo Townhouse,Condo Townhouse,Condominium,1300.0,4,0,4,2,0,2.0,435000.0,2025-01-30,Unit 18 - 1821 Walkley Rd N,Ottawa,Ontario,K1H 6X9,45.3814,-75.6378,,,Finished,,Two,Forced Air,Central Air,False,,False,False,condo-indicator,False,191.0,17.22272317403066,0,1,1,1.0,0,1,1.0,0,0,0,,,0,1,1,K1H,K1H,1,0.0,1,1,1,83,1,1,1,0.5388888888888889,1,4,0,334.61538461538464,339.35144124168517,4.736056626300524,1.3956200123893145,1,1,1,0.14285714285714285,0.23076923076923078,Lower,Lower,1,1,0,0,1,30,100,100.0,100,72.0,3,Good,1
5704,44,4766326,Detached,Detached,Detached,1191.0,2,0,2,2,0,2.0,530000.0,2025-01-31,1796 Saunderson Dr,Ottawa,Ontario,K1G 2C2,45.4021,-75.6339,6600.0,,Part Fin,,One,Forced Air,Central Air,False,,False,False,detached-indicator,False,82.0,7.39404869251578,1,1,1,1.0,0,1,1.0,0,0,1,,,0,1,1,K1G,K1H,0,2.3207684797660186,0,1,1,82,1,1,1,0.5444444444444445,1,4,0,445.00419815281276,339.35144124168517,105.6527569111276,31.133728657389725,0,0,0,0.2857142857142857,0.5384615384615384,Lower,Lower,1,0,0,0,0,90,45,100.0,60,75.5,2,Good,1
5735,44,4766326,"Condo Apartment, 1 Storey/Apt ",Condo Apartment,Condominium,1100.0,3,0,3,0,0,0.0,377000.0,2025-03-30,Unit 305 - 2400 Virginia Drive W ,Ottawa ,Ontario,K1H 8L3,45.3836,-75.6437,,,Full ,,1 Storey/Apt ,Radiant ,,False,,True,False,condo-indicator,False,9.0,0.8115419296663661,1,1,1,0.0,1,1,1.0,0,0,0,,,0,0,1,K1H,K1H,1,0.5227917522400412,1,1,1,24,1,1,1,0.8666666666666667,3,4,1,342.72727272727275,339.35144124168517,3.3758314855875824,0.9947891994315488,1,1,1,0.1984126984126984,0.104,Lower,Lower,1,0,1,0,1,85,90,100.0,100,91.0,1,Excellent,1
5760,45,4766430,Condominium,Condo Apartment,Condominium,960.0,2,0,2,1,0,1.0,320000.0,2025-02-03,Unit 101 45 Chelton Woods Lane,Nova Scotia,Nova Scotia,B3M 3Z7,44.6709,-63.668,,1987.0,,,Multiplex,Baseboard,Baseboard,False,,False,False,condo-indicator,False,426.0,30.735930735930733,0,0,0,1.0,0,1,0.5,0,1,1,38.0,,0,1,1,B3M,B3M,1,0.0,1,1,1,79,1,1,1,0.5611111111111111,2,4,0,333.3333333333333,336.40199462984276,3.068661296509447,0.9122006841505276,1,1,1,0.08230088495575222,0.21415607985480944,Lower,Lower,1,1,0,0,1,30,100,100.0,100,72.0,2,Good,1
5768,45,4766430,Single Family,Detached,Detached,1150.0,3,0,3,2,0,2.0,480000.0,2025-02-20,31 Pioneer Avenue,Nova Scotia,Nova Scotia,B3M 1W9,44.6756,-63.6516,7250.0,1939.0,Fully Developed,,2 Level,"Baseboard, Furnace, Hot Water","Baseboard, Furnace, Hot Water",False,,False,False,detached-indicator,False,236.0,17.027417027417027,0,1,1,0.0,1,1,0.5,0,1,0,86.0,,0,1,1,B3M,B3M,1,1.4013811167371704,0,1,1,62,1,1,1,0.6555555555555556,2,4,0,417.39130434782606,336.40199462984276,80.9893097179833,24.075157404194123,0,0,1,0.3530973451327434,0.5099818511796733,Middle,Lower,0,1,0,0,1,55,85,100.0,35,71.0,3,Good,1
5786,45,4766430,Single Family,Townhouse,Townhouse,1569.0,3,0,3,3,1,3.5,645000.0,2025-04-01,60 Eliza Ritchie Crescent,Nova Scotia,Nova Scotia,B3M 0K6,44.6743,-63.6583,2339.0,2017.0,"Full, Fully Developed, Walkout",,2 Level,Heat Pump,Heat Pump,False,,False,False,townhouse-indicator,False,183.0,13.203463203463203,0,1,1,0.0,1,1,2.0,0,0,0,8.0,,0,1,1,B3M,B3M,1,0.8569455731894045,1,1,1,22,1,1,1,0.8777777777777778,4,4,1,411.08986615678776,336.40199462984276,74.687871526945,22.201970475569624,0,0,1,0.6920353982300885,0.4863883847549909,Upper,Lower,0,1,0,0,1,55,100,100.0,35,75.5,1,Good,1
5789,45,4766430,Condominium,Condo Apartment,Condominium,869.0,1,0,1,1,0,1.0,295000.0,2025-04-04,Unit 304 40 Chelton Woods Lane,Nova Scotia,Nova Scotia,B3M 3V2,44.6714,-63.6669,,1986.0,,,Multiplex,Baseboard,Baseboard,False,,False,False,condo-indicator,False,517.0,37.301587301587304,0,0,0,2.0,0,0,0.5,0,1,1,39.0,,0,1,1,B3M,B3M,1,0.10341963741067649,1,1,1,19,1,1,1,0.8944444444444445,4,4,1,339.47065592635215,336.40199462984276,3.06866129650939,0.9122006841505107,1,1,1,0.06371681415929203,0.23049001814882034,Lower,Lower,1,1,0,0,1,30,100,100.0,100,72.0,2,Good,1
6138,46,4767066,Apartment,Apartment,Apartment,466.0,1,0,1,1,0,1.0,245000.0,2025-03-19,Unit 7 - 806 9A Street NW ,Calgary ,Alberta,T2N 1V1,51.0585,-114.084,,1966.0,,466.0,Apartment-Single Lev ,"Baseboard, Natural Gas ",,False,,False,False,apartment-indicator,False,56.0,10.727969348659004,0,1,1,0.0,1,1,,0,0,0,59.0,,0,1,1,T2N,T2N,1,0.9466795070500332,1,1,1,33,1,1,1,0.8166666666666667,3,4,1,525.7510729613734,460.5263157894737,65.22475717189974,14.163090128755371,0,1,1,0.036425449247207385,0.771622934888241,Lower,Upper,0,1,0,0,1,55,100,100.0,60,78.0,3,Good,1
6223,46,4767066,Apartment,Apartment,Apartment,623.0,1,0,1,1,0,1.0,265000.0,2025-04-04,Unit 210 - 429 14 Street NW ,Calgary ,Alberta,T2N 2A3,51.0564,-114.095,,1970.0,,623.0,Apartment-Single Lev ,"Baseboard, Boiler, Fireplace(s), Hot Water, Natural Gas ",,False,,False,False,apartment-indicator,False,101.0,19.34865900383142,0,1,1,0.0,1,1,,0,0,0,55.0,,0,1,1,T2N,T2N,1,0.1419796249317875,1,1,1,17,1,1,1,0.9055555555555556,4,4,1,425.36115569823437,460.5263157894737,35.16516009123933,7.6358633340976825,1,1,1,0.053423992229237494,0.5038872691933917,Lower,Upper,0,1,0,0,1,55,100,100.0,100,82.0,2,Excellent,1
6316,46,4767066,Apartment,Apartment,Apartment,508.0,1,0,1,1,0,1.0,205000.0,2025-04-18,Unit 206 - 315 9A Street NW ,Calgary ,Alberta,T2N 1T7,51.0546,-114.085,,1976.0,,508.0,Apartment-Single Lev ,"Baseboard, Hot Water, Natural Gas ",,False,,False,False,apartment-indicator,False,14.0,2.681992337164751,1,1,1,0.0,1,1,,0,0,0,49.0,,0,1,1,T2N,T2N,1,0.8599911176269033,1,1,1,3,1,1,1,0.9833333333333333,4,4,1,403.54330708661416,460.5263157894737,56.983008702859536,12.373453318335214,0,1,1,0.014570179698882952,0.42808551992225463,Lower,Upper,0,0,0,0,0,85,100,100.0,70,91.0,1,Excellent,1
6326,46,4767066,Apartment,Apartment,Apartment,511.0,1,0,1,1,0,1.0,274000.0,2025-04-21,Unit 104 - 1107 Gladstone Road NW ,Calgary ,Alberta,T2N 3T1,51.0561,-114.086,,2022.0,,510.0,Apartment-Single Lev ,"Forced Air, Natural Gas ",Central Air ,False,,False,False,apartment-indicator,False,11.0,2.10727969348659,1,1,1,0.0,1,1,,0,0,0,3.0,,0,1,1,T2N,T2N,1,0.7713223126844038,1,1,1,0,1,1,1,1.0,4,4,1,536.2035225048924,460.5263157894737,75.67720671541866,16.432764886776624,0,1,1,0.06216610004856726,0.7862001943634597,Lower,Upper,0,0,0,0,0,85,100,100.0,70,91.0,1,Excellent,1
6333,46,4767066,Apartment,Apartment,Apartment,536.0,1,0,1,1,0,1.0,199999.0,2025-04-22,Unit 803 - 314 14 Street NW ,Calgary ,Alberta,T2N 1Z7,51.0536,-114.094,,1969.0,,,Apartment-Single Lev ,"Baseboard, Natural Gas ",Central Air ,False,,False,False,apartment-indicator,False,14.0,2.681992337164751,1,1,1,0.0,1,1,,0,0,0,56.0,,0,1,1,T2N,T2N,1,0.3576441296147806,1,1,1,-1,1,1,1,1.0,4,4,1,373.1324626865672,460.5263157894737,87.39385310290652,18.976950959488274,0,1,1,0.012141816415735794,0.27356656948493685,Lower,Upper,0,0,0,0,0,85,100,100.0,70,91.0,1,Excellent,1
6470,47,4768014,Freehold Townhouse,Freehold Townhouse,Townhouse,1566.0,3,0,3,3,0,3.0,629900.0,2025-01-22,512 BUNDORAN Pl,Nepean,Ontario,K2J 7C9,45.2326,-75.7367,1900.0,,"Finished, Full",,Two,Forced Air,,False,,False,False,townhouse-indicator,False,41.0,2.551337896701929,1,1,1,0.0,1,1,0.5,0,1,0,,,0,1,1,K2J,K2J,1,0.0,1,1,1,89,1,1,1,0.5055555555555555,1,4,0,402.23499361430396,404.73052787006276,2.4955342557587983,0.6165915551000839,1,1,1,0.45454545454545453,0.8181818181818182,Middle,Middle,1,0,0,0,0,85,100,100.0,100,94.0,1,Excellent,1
6489,47,4768014,Freehold Townhouse,Freehold Townhouse,Townhouse,1634.0,3,0,3,3,0,3.0,610000.0,2025-02-04,647 Chillerton Dr,Nepean,Ontario,K2J 6X9,45.24,-75.7438,1735.0,,Finished,,Two,Forced Air,Central Air,False,,False,False,townhouse-indicator,False,27.0,1.6801493466085875,1,1,1,0.0,1,1,0.5,0,1,0,,,0,1,1,K2J,K2J,1,0.9935647080547788,1,1,1,76,1,1,1,0.5777777777777777,2,4,0,373.3170134638923,404.73052787006276,31.413514406170464,7.761587585568948,1,1,1,0.3181818181818182,0.45454545454545453,Lower,Middle,0,0,0,0,0,85,100,100.0,100,94.0,1,Excellent,1
6497,47,4768014,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1548.0,3,0,3,0,0,0.0,625000.0,2025-02-07,2034 Caltra Crescent ,Nepean ,Ontario,K2J 6V4,45.236,-75.7373,1820.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,59.0,3.671437461107654,1,1,1,0.0,1,1,3.5,0,0,0,,,0,0,1,K2J,K2J,1,0.380789603488464,1,1,1,73,1,1,1,0.5944444444444444,2,4,0,403.7467700258398,404.73052787006276,0.9837578442229642,0.24306489787170094,1,1,1,0.4424083769633508,0.6256983240223464,Middle,Middle,1,0,1,0,1,85,90,100.0,100,91.0,2,Excellent,1
6506,47,4768014,Detached,Detached,Detached,1716.0,3,0,3,4,0,4.0,705000.0,2025-02-12,506 STURNIDAE St ,Nepean ,Ontario,K2J 6W9,45.2377,-75.7486,2346.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,109.0,6.782825140012445,1,1,1,0.0,1,1,0.5,0,1,1,,,0,0,1,K2J,K2J,1,1.0928949492455942,0,1,1,68,1,1,1,0.6222222222222222,2,4,0,410.83916083916085,404.73052787006276,6.108632969098096,1.509308675390864,1,1,1,0.6099476439790575,0.6815642458100558,Middle,Middle,1,0,1,0,1,100,60,100.0,100,88.0,3,Excellent,1
6524,47,4768014,"Detached, 2-Storey ",Detached,Detached,1750.0,3,0,3,0,0,0.0,715000.0,2025-02-26,328 APPALACHIAN Circle ,Nepean ,Ontario,K2J 6X3,45.2358,-75.7483,2415.0,,"Full, Partially Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,143.0,8.898568761667704,1,1,1,0.0,1,1,3.5,0,0,0,,,0,0,1,K2J,K2J,1,0.9778532769237315,1,1,1,54,1,1,1,0.7,2,4,0,408.57142857142856,404.73052787006276,3.840900701365797,0.9490019746172702,1,1,1,0.6387434554973822,0.664804469273743,Middle,Middle,1,0,1,0,1,85,90,100.0,100,91.0,2,Excellent,1
6553,47,4768014,"Detached, 2-Storey ",Detached,Detached,1750.0,3,0,3,0,0,0.0,745000.0,2025-04-08,2080 Caltra Crescent ,Nepean ,Ontario,K2J 6V5,45.2349,-75.7364,,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,143.0,8.898568761667704,1,1,1,0.0,1,1,3.5,0,0,0,,,0,0,1,K2J,K2J,1,0.256696852019385,1,1,1,13,1,1,1,0.9277777777777778,4,4,1,425.7142857142857,404.73052787006276,20.983757844222964,5.184624435090728,1,1,1,0.6910994764397905,0.770949720670391,Upper,Middle,0,0,1,0,1,85,90,100.0,100,91.0,2,Excellent,1
6596,48,4768037,"Detached, 2-Storey ",Detached,Detached,2250.0,4,0,4,0,0,0.0,770000.0,2025-02-03,181 SOUTHWORTH Street N ,Welland ,Ontario,L3B 1Z4,42.9758,-79.2354,3500.0,,"Separate Entrance, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,505.0,18.330308529945555,0,1,1,3.0,0,0,2.0,0,0,0,,,0,1,1,L3B,L3B,1,2.1039010265941775,0,1,1,77,1,1,1,0.5722222222222222,2,4,0,342.22222222222223,417.4175824175824,75.1953601953602,18.014420897137757,0,1,1,0.989010989010989,0.3111111111111111,Upper,Upper,1,1,0,0,1,30,85,100.0,90,66.5,2,Good,1
6633,48,4768037,"Multiplex, 1 1/2 Storey ",Multiplex,Detached,2750.0,5,0,5,0,0,0.0,495000.0,2025-04-03,26 Cozy Street W ,Welland ,Ontario,L3B 4G8,42.9895,-79.2388,3502.0,,"Full, Unfinished ",,1 1/2 Storey ,Radiant ,,False,,True,True,large-size-imputation,False,5.0,0.18148820326678766,1,1,1,2.0,0,0,2.0,0,0,0,,,0,1,1,L3B,L3B,1,0.8307911324392211,1,1,1,18,1,1,1,0.9,4,4,1,180.0,417.4175824175824,237.41758241758242,56.877714887455575,0,0,0,0.510989010989011,0.03333333333333333,Middle,Upper,0,0,0,0,0,60,100,100.0,30,77.0,1,Good,1
6651,48,4768037,"Fourplex, 2-Storey ",Fourplex,Detached,3250.0,8,0,8,0,0,0.0,720000.0,2025-04-18,174 Southworth Street ,Welland ,Ontario,L3B 1Z4,42.9759,-79.2363,,,Partial Basement ,,2-Storey ,Baseboard ,,False,,True,False,detached-style,False,495.0,17.96733212341198,0,1,1,1.0,0,1,2.0,0,0,0,,,0,1,1,L3B,L3B,1,2.0583880625082047,0,1,1,3,1,1,1,0.9833333333333333,4,4,1,221.53846153846155,417.4175824175824,195.87912087912088,46.92641832302225,0,0,0,0.9230769230769231,0.06666666666666667,Upper,Upper,1,1,0,0,1,30,85,100.0,50,62.5,3,Good,1
6668,49,4763606,"Detached, Backsplit 5 ",Detached,Detached,900.0,3,0,3,0,0,0.0,530000.0,2025-01-17,270 Marshall Avenue ,Welland ,Ontario,L3C 2N4,42.9708,-79.2672,5040.0,,Other ,,Backsplit 5 ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,734.0,44.92044063647491,0,0,0,1.0,0,1,2.5,0,0,0,,,0,1,1,L3C,L3C,1,0.0,1,1,1,90,1,1,1,0.5,1,4,0,588.8888888888889,586.1111111111111,2.7777777777778283,0.47393364928910814,1,1,1,0.6483516483516484,0.9222222222222223,Middle,Middle,1,1,0,0,1,0,100,100.0,100,60.0,3,Good,1
6676,49,4763606,"Detached, 2-Storey ",Detached,Detached,1750.0,3,0,3,0,0,0.0,648500.0,2025-02-03,243 Bethune Avenue ,Welland ,Ontario,L3B 0H6,42.9676,-79.2321,3666.0,,"Separate Entrance, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,116.0,7.099143206854346,1,1,1,1.0,0,1,2.5,0,0,0,,,0,1,1,L3B,L3C,0,2.885499391409652,0,1,1,73,1,1,1,0.5944444444444444,2,4,0,370.57142857142856,586.1111111111111,215.53968253968253,36.77454299255247,0,0,0,0.8571428571428571,0.4,Upper,Middle,0,0,0,0,0,60,45,100.0,30,60.5,2,Good,1
6680,49,4763606,"Detached, 2-Storey ",Detached,Detached,1462.0,4,0,4,0,0,0.0,434000.0,2025-02-06,1040 Ontario Road ,Welland ,Ontario,L3B 5E4,42.9745,-79.2336,14535.0,,Full ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,172.0,10.526315789473683,0,1,1,0.0,1,1,2.5,0,0,0,,,0,1,1,L3B,L3C,0,2.7716400407414254,0,1,1,70,1,1,1,0.6111111111111112,2,4,0,296.8536251709986,586.1111111111111,289.2574859401125,49.35198812248365,0,0,0,0.3516483516483517,0.14444444444444443,Middle,Middle,1,1,0,0,1,55,45,100.0,50,60.5,2,Good,1
6690,49,4763606,"Detached, 2-Storey ",Detached,Detached,1750.0,4,0,4,0,0,0.0,590000.0,2025-02-26,206 Louise Street W ,Welland ,Ontario,L3B 0H8,42.9701,-79.2344,2750.0,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,116.0,7.099143206854346,1,1,1,0.0,1,1,2.5,0,0,0,,,0,1,1,L3B,L3C,0,2.676954794991679,0,1,1,50,1,1,1,0.7222222222222222,2,4,0,337.14285714285717,586.1111111111111,248.96825396825392,42.47799593771157,0,0,0,0.8076923076923077,0.3,Upper,Middle,0,0,0,0,0,85,45,100.0,30,70.5,1,Good,1
6753,50,4763898,Single Family,Detached,Detached,1206.0,4,0,4,2,0,2.0,584900.0,2025-02-14,1a Athorpe Drive,Nova Scotia,Nova Scotia,B2W 3A4,44.6763,-63.536,5786.0,1959.0,"Full, Fully Developed, Walkout",,Bungalow,"Baseboard, Heat Pump","Baseboard, Heat Pump",False,,False,False,detached-indicator,False,36.0,3.076923076923077,1,1,1,2.0,0,0,0.5,0,1,0,66.0,,0,1,1,B2W,B2W,1,0.7996830047905615,1,1,1,68,1,1,1,0.6222222222222222,2,4,0,484.9917081260365,544.5353675450763,59.543659419039784,10.934764382243877,0,1,1,0.6035398230088496,0.6950998185117967,Middle,Middle,1,0,0,0,0,60,100,100.0,100,84.0,1,Excellent,1
6768,50,4763898,Single Family,Detached,Detached,1296.0,3,0,3,1,1,1.5,574500.0,2025-02-28,86 Spikenard Street,Nova Scotia,Nova Scotia,B2W 3C3,44.6805,-63.529,7200.0,1960.0,"Full, Fully Developed",,2 Level,"Stove, Forced Air, Heat Pump, Fireplace","Stove, Forced Air, Heat Pump, Fireplace",False,,False,False,detached-indicator,False,126.0,10.76923076923077,0,1,1,1.0,0,1,0.0,1,1,0,65.0,,0,1,1,B2W,B2W,1,0.692207220716925,1,1,1,54,1,1,1,0.7,2,4,0,443.287037037037,544.5353675450763,101.24833050803926,18.59352698512425,0,1,1,0.584070796460177,0.5771324863883848,Middle,Middle,1,1,0,0,1,45,100,100.0,90,77.0,2,Good,1
6771,50,4763898,Single Family,Detached,Detached,1331.0,3,0,3,1,1,1.5,526500.0,2025-03-07,21 Glenn Avenue,Nova Scotia,Nova Scotia,B2W 2Y3,44.6744,-63.5328,7000.0,1961.0,"Full, Fully Developed",,2 Level,"Baseboard, Furnace, Forced Air, Heat Pump, Fireplace","Baseboard, Furnace, Forced Air, Heat Pump, Fireplace",False,,False,False,detached-indicator,False,161.0,13.760683760683762,0,1,1,1.0,0,1,0.0,1,1,0,64.0,,0,1,1,B2W,B2W,1,0.5237987923299416,1,1,1,47,1,1,1,0.7388888888888889,3,4,1,395.5672426746807,544.5353675450763,148.96812487039557,27.356923672742724,0,0,1,0.4672566371681416,0.42286751361161523,Middle,Middle,1,1,0,0,1,45,100,100.0,65,74.5,3,Good,1
6800,50,4763898,Single Family,Detached,Detached,1225.0,3,0,3,1,0,1.0,378000.0,2025-04-15,28 Charlottetown Way,Nova Scotia,Nova Scotia,B2W 3B4,44.6785,-63.5352,7936.0,1958.0,Crawl Space,,1 Level,"Forced Air, Hot Water","Forced Air, Hot Water",False,,False,False,detached-indicator,False,55.0,4.700854700854701,1,1,1,1.0,0,1,0.5,0,1,0,67.0,,0,1,1,B2W,B2W,1,0.8348982134705181,1,1,1,8,1,1,1,0.9555555555555556,4,4,1,308.57142857142856,544.5353675450763,235.9639389736477,43.333078627645754,0,0,0,0.1424778761061947,0.13793103448275862,Lower,Middle,0,0,0,0,0,60,100,100.0,30,77.0,2,Good,1
6813,50,4763898,Single Family,Detached,Detached,1056.0,5,0,5,3,0,3.0,,2025-04-23,132 Bruce Street,Nova Scotia,Nova Scotia,B2W,44.6719,-63.5309,4999.0,2003.0,Partially Developed,,Bungalow,"Baseboard, Furnace, In Floor","Baseboard, Furnace, In Floor",False,,False,False,detached-indicator,False,114.0,9.743589743589745,1,1,1,3.0,0,0,1.5,0,0,0,22.0,,0,1,1,B2W,B2W,1,0.4784493246134883,1,1,1,0,1,1,1,1.0,4,4,1,,544.5353675450763,,,0,0,0,,,,Middle,0,0,0,0,0,60,100,100.0,30,77.0,2,Good,1
